,Itemset,Support(count),Support(%),Support Object
10,"['root vegetables', 'other vegetables']",79,0.5279689901757669,"['T2495', 'T6343', 'T4534', 'T4648', 'T6312', 'T2238', 'T1709', 'T2637', 'T3395', 'T3916', 'T3299', 'T2703', 'T7436', 'T48', 'T2885', 'T6669', 'T7618', 'T4831', 'T1646', 'T4890', 'T116', 'T2566', 'T7449', 'T4824', 'T6031', 'T1911', 'T3195', 'T4342', 'T917', 'T4003', 'T3540', 'T7704', 'T6727', 'T5843', 'T2620', 'T5822', 'T7768', 'T5683', 'T1587', 'T1717', 'T3988', 'T2315', 'T2903', 'T216', 'T1367', 'T829', 'T2018', 'T4343', 'T6588', 'T6413', 'T5044', 'T1942', 'T5181', 'T5925', 'T3253', 'T1032', 'T847', 'T179', 'T1603', 'T2180', 'T7810', 'T5482', 'T7717', 'T3142', 'T3602', 'T7500', 'T7274', 'T1944', 'T3405', 'T4348', 'T2949', 'T1112', 'T6953', 'T2572', 'T2132', 'T7433', 'T4355', 'T1800', 'T3363']"
11,"['root vegetables', 'rolls/buns']",86,0.5747510525964045,"['T6568', 'T3141', 'T4167', 'T1241', 'T2238', 'T6829', 'T4439', 'T2247', 'T3372', 'T1860', 'T6207', 'T5210', 'T5245', 'T1450', 'T1995', 'T3683', 'T4342', 'T4003', 'T5737', 'T3802', 'T3482', 'T350', 'T216', 'T3115', 'T7709', 'T1263', 'T1203', 'T141', 'T4593', 'T5077', 'T3504', 'T5098', 'T2984', 'T4889', 'T7577', 'T6474', 'T7367', 'T4083', 'T2848', 'T7311', 'T6068', 'T7248', 'T4267', 'T2246', 'T6877', 'T6952', 'T3128', 'T4871', 'T7544', 'T2759', 'T3416', 'T1124', 'T3363', 'T7554', 'T5271', 'T374', 'T2825', 'T2841', 'T6326', 'T1302', 'T4365', 'T7135', 'T5308', 'T1524', 'T3893', 'T917', 'T6935', 'T7418', 'T318', 'T3883', 'T3154', 'T2565', 'T6048', 'T368', 'T6522', 'T684', 'T1747', 'T876', 'T771', 'T455', 'T5151', 'T2688', 'T7187', 'T2956', 'T687', 'T719']"
12,"['root vegetables', 'yogurt']",64,0.42772171356011496,"['T5271', 'T7001', 'T6761', 'T5296', 'T4914', 'T5942', 'T390', 'T5349', 'T5594', 'T7135', 'T5433', 'T2866', 'T2166', 'T2247', 'T4461', 'T5661', 'T4890', 'T6560', 'T4221', 'T1258', 'T5815', 'T2498', 'T4366', 'T4544', 'T3026', 'T3731', 'T3655', 'T4772', 'T5836', 'T1039', 'T2714', 'T2310', 'T1703', 'T1028', 'T4724', 'T6180', 'T3073', 'T1084', 'T4497', 'T7443', 'T7032', 'T1942', 'T577', 'T6618', 'T2787', 'T2180', 'T3021', 'T1086', 'T6440', 'T3619', 'T6338', 'T562', 'T7149', 'T6000', 'T1523', 'T257', 'T2688', 'T3035', 'T6846', 'T4348', 'T6649', 'T2489', 'T1445', 'T719']"
13,"['rolls/buns', 'whole milk']",209,1.3967787208447504,"['T6373', 'T7721', 'T812', 'T740', 'T4174', 'T3749', 'T2343', 'T4598', 'T6328', 'T3558', 'T3305', 'T7022', 'T78', 'T98', 'T7452', 'T5508', 'T5709', 'T901', 'T3343', 'T1995', 'T4084', 'T3943', 'T3464', 'T6169', 'T2024', 'T7081', 'T6782', 'T4586', 'T3292', 'T1527', 'T1505', 'T1485', 'T3502', 'T6688', 'T367', 'T4103', 'T1371', 'T3221', 'T4608', 'T4644', 'T7781', 'T5193', 'T5587', 'T545', 'T5706', 'T2907', 'T4417', 'T3560', 'T7123', 'T632', 'T1114', 'T5394', 'T7544', 'T1671', 'T4165', 'T5619', 'T1244', 'T356', 'T1101', 'T4511', 'T6177', 'T5308', 'T7706', 'T2410', 'T3023', 'T5887', 'T2562', 'T6131', 'T1592', 'T3092', 'T6819', 'T6017', 'T1602', 'T7031', 'T3444', 'T2680', 'T3154', 'T7026', 'T7027', 'T5105', 'T679', 'T6300', 'T4397', 'T844', 'T7392', 'T5513', 'T7105', 'T6797', 'T2556', 'T6076', 'T4969', 'T5229', 'T2000', 'T7266', 'T2985', 'T4040', 'T5794', 'T171', 'T1886', 'T6816', 'T3075', 'T7337', 'T180', 'T3165', 'T5042', 'T918', 'T271', 'T5956', 'T906', 'T72', 'T2074', 'T5840', 'T4967', 'T4744', 'T1458', 'T5614', 'T1396', 'T3995', 'T3184', 'T7435', 'T3156', 'T1768', 'T3999', 'T1580', 'T3919', 'T7644', 'T1665', 'T530', 'T862', 'T7484', 'T4593', 'T6875', 'T2086', 'T5392', 'T135', 'T7765', 'T1611', 'T3474', 'T726', 'T7846', 'T2246', 'T913', 'T3361', 'T6313', 'T5581', 'T1180', 'T3407', 'T453', 'T5271', 'T4262', 'T5124', 'T2791', 'T4238', 'T2545', 'T7059', 'T3850', 'T2159', 'T5884', 'T504', 'T3344', 'T4448', 'T7642', 'T951', 'T6098', 'T3778', 'T1967', 'T3457', 'T1494', 'T3928', 'T3100', 'T89', 'T7204', 'T6436', 'T4009', 'T3930', 'T6403', 'T7244', 'T368', 'T3157', 'T6522', 'T378', 'T2066', 'T6143', 'T2312', 'T7492', 'T3213', 'T7420', 'T7179', 'T497', 'T3864', 'T5670', 'T394', 'T1131', 'T5781', 'T2850', 'T7376', 'T5750', 'T5329', 'T178', 'T7213', 'T7630', 'T2026', 'T1348', 'T5772', 'T7210', 'T1748', 'T259', 'T4468', 'T3960']"
14,"['rolls/buns', 'other vegetables']",158,1.0559379803515339,"['T6373', 'T3749', 'T7566', 'T2238', 'T6065', 'T3558', 'T5144', 'T7621', 'T6602', 'T1266', 'T7755', 'T6356', 'T137', 'T7862', 'T4003', 'T5160', 'T216', 'T2072', 'T3684', 'T7781', 'T4140', 'T1605', 'T3956', 'T436', 'T4330', 'T2308', 'T603', 'T7144', 'T3481', 'T6443', 'T3363', 'T4980', 'T1244', 'T3992', 'T1376', 'T793', 'T1791', 'T1085', 'T4378', 'T6024', 'T3661', 'T7222', 'T5736', 'T3654', 'T917', 'T2421', 'T7804', 'T1482', 'T1699', 'T2392', 'T3987', 'T328', 'T4397', 'T5513', 'T7245', 'T220', 'T1921', 'T3011', 'T6076', 'T2473', 'T677', 'T5229', 'T3354', 'T7751', 'T3037', 'T5687', 'T5708', 'T4018', 'T7685', 'T2104', 'T7438', 'T1676', 'T6729', 'T6685', 'T204', 'T3782', 'T5981', 'T5956', 'T6346', 'T1710', 'T2228', 'T5840', 'T7480', 'T6038', 'T7586', 'T1386', 'T7636', 'T7455', 'T4342', 'T333', 'T4572', 'T7076', 'T1768', 'T7219', 'T491', 'T1483', 'T4743', 'T490', 'T4849', 'T445', 'T2944', 'T5398', 'T1972', 'T6835', 'T5403', 'T2204', 'T1841', 'T4669', 'T7288', 'T1809', 'T4411', 'T2695', 'T339', 'T2726', 'T1763', 'T1484', 'T1426', 'T1138', 'T4349', 'T2900', 'T4440', 'T5101', 'T2902', 'T3366', 'T3850', 'T7832', 'T5062', 'T4268', 'T951', 'T194', 'T3457', 'T7111', 'T5416', 'T6986', 'T223', 'T658', 'T2577', 'T4996', 'T4698', 'T3800', 'T497', 'T6102', 'T5670', 'T6804', 'T2857', 'T5750', 'T7565', 'T3242', 'T4845', 'T7279', 'T4989', 'T824', 'T1284', 'T4675', 'T7052', 'T7675', 'T4272', 'T1237']"
15,"['soda', 'other vegetables', 'whole milk']",17,0.11361358016440554,"['T3173', 'T3749', 'T6410', 'T7106', 'T17', 'T1312', 'T4824', 'T4739', 'T5735', 'T2990', 'T6976', 'T2152', 'T3781', 'T1971', 'T7003', 'T5751', 'T3511']"
16,"['soda', 'rolls/buns', 'whole milk']",15,0.10024727661565194,"['T2907', 'T3749', 'T1494', 'T2791', 'T7630', 'T1458', 'T862', 'T6300', 'T3464', 'T3092', 'T5193', 'T2086', 'T504', 'T4448', 'T5887']"
17,"['soda', 'rolls/buns', 'other vegetables']",17,0.11361358016440554,"['T3749', 'T5708', 'T658', 'T1841', 'T1483', 'T4743', 'T6685', 'T603', 'T5981', 'T1809', 'T3037', 'T2421', 'T6102', 'T7804', 'T6602', 'T1972', 'T3363']"
18,"['yogurt', 'other vegetables', 'whole milk']",17,0.11361358016440554,"['T3433', 'T6018', 'T5294', 'T2327', 'T6309', 'T4591', 'T4916', 'T6042', 'T2117', 'T1377', 'T147', 'T4348', 'T2318', 'T3206', 'T2665', 'T3511', 'T951']"
19,"['yogurt', 'soda', 'whole milk']",14,0.09356412484127515,"['T7630', 'T5512', 'T7479', 'T123', 'T148', 'T2662', 'T5193', 'T3511', 'T6370', 'T3582', 'T3012', 'T5887', 'T212', 'T2447']"
20,"['yogurt', 'soda', 'other vegetables']",7,0.04678206242063757,"['T1985', 'T2056', 'T1586', 'T237', 'T5311', 'T3511', 'T1900']"
21,"['yogurt', 'soda', 'rolls/buns']",5,0.03341575887188398,"['T4536', 'T7630', 'T5193', 'T5887', 'T7778']"
22,"['yogurt', 'rolls/buns', 'whole milk']",20,0.13366303548753591,"['T3156', 'T5709', 'T5271', 'T4417', 'T679', 'T356', 'T951', 'T3919', 'T7630', 'T2312', 'T7204', 'T6017', 'T5794', 'T5193', 'T7706', 'T7452', 'T5887', 'T7026', 'T1748', 'T5508']"
23,"['yogurt', 'rolls/buns', 'other vegetables']",9,0.06014836596939117,"['T2473', 'T3011', 'T7052', 'T7862', 'T6835', 'T2072', 'T6024', 'T951', 'T824']"
24,"['root vegetables', 'soda', 'rolls/buns']",4,0.026732607097507185,"['T2825', 'T1747', 'T2984', 'T3363']"
25,"['root vegetables', 'soda', 'whole milk']",5,0.03341575887188398,"['T6447', 'T6368', 'T2335', 'T4824', 'T5819']"
26,"['root vegetables', 'soda', 'other vegetables']",6,0.040098910646260776,"['T3988', 'T3540', 'T4824', 'T5822', 'T6413', 'T3363']"
27,"['root vegetables', 'other vegetables', 'whole milk']",10,0.06683151774376796,"['T4648', 'T829', 'T4824', 'T1911', 'T4348', 'T2572', 'T3253', 'T847', 'T3142', 'T4831']"
28,"['root vegetables', 'rolls/buns', 'other vegetables']",6,0.040098910646260776,"['T4342', 'T917', 'T216', 'T4003', 'T2238', 'T3363']"
29,"['root vegetables', 'rolls/buns', 'whole milk']",9,0.06014836596939117,"['T5271', 'T4593', 'T368', 'T2246', 'T6522', 'T7544', 'T5308', 'T3154', 'T1995']"
30,"['root vegetables', 'yogurt', 'whole milk']",10,0.06683151774376796,"['T3731', 'T4221', 'T4348', 'T5271', 'T5433', 'T1445', 'T6440', 'T257', 'T4461', 'T3026']"
31,"['root vegetables', 'yogurt', 'rolls/buns']",5,0.03341575887188398,"['T5271', 'T7135', 'T2247', 'T719', 'T2688']"
32,"['root vegetables', 'yogurt', 'soda']",3,0.020049455323130388,"['T1084', 'T2310', 'T5296']"
33,"['root vegetables', 'yogurt', 'other vegetables']",4,0.026732607097507185,"['T4890', 'T4348', 'T2180', 'T1942']"
34,"['rolls/buns', 'other vegetables', 'whole milk']",18,0.12029673193878233,"['T497', 'T951', 'T1244', 'T1768', 'T3457', 'T3558', 'T3749', 'T3850', 'T4397', 'T5229', 'T5513', 'T5670', 'T5750', 'T5840', 'T5956', 'T6076', 'T6373', 'T7781']"
35,"['yogurt', 'soda', 'rolls/buns', 'whole milk']",3,0.020049455323130388,"['T5193', 'T5887', 'T7630']"
