,Antecedent,Consequent,Confidence,Support Count
28,['Butter'],"['Tea Powder', 'Coffee Powder']",0.21818181818181817,12
29,['Butter'],"['Bread', 'Tea Powder']",0.23636363636363636,13
30,['Butter'],"['Bread', 'Milk']",0.14545454545454545,8
31,['Butter'],"['Bread', 'Coffee Powder']",0.2,11
32,['Butter'],"['Bread', 'Panner']",0.21818181818181817,12
33,['Butter'],"['Panner', 'Coffee Powder']",0.2,11
34,['Butter'],"['Milk', 'Tea Powder']",0.18181818181818182,10
35,['Butter'],"['Milk', 'Panner']",0.21818181818181817,12
36,['Butter'],"['Milk', 'Coffee Powder']",0.12727272727272726,7
37,['Butter'],"['Tea Powder', 'Panner', 'Coffee Powder']",0.12727272727272726,7
38,['Butter'],"['Bread', 'Tea Powder', 'Panner']",0.14545454545454545,8
39,['Butter'],"['Bread', 'Tea Powder', 'Coffee Powder']",0.16363636363636364,9
40,['Butter'],"['Bread', 'Milk', 'Panner']",0.09090909090909091,5
41,['Butter'],"['Milk', 'Tea Powder', 'Panner']",0.10909090909090909,6
42,['Butter'],"['Milk', 'Tea Powder', 'Coffee Powder']",0.07272727272727272,4
43,['Butter'],"['Milk', 'Panner', 'Coffee Powder']",0.05454545454545454,3
44,['Butter'],"['Bread', 'Milk', 'Tea Powder']",0.07272727272727272,4
45,['Butter'],"['Bread', 'Tea Powder', 'Panner', 'Coffee Powder']",0.09090909090909091,5
46,['Butter'],"['Bread', 'Milk', 'Tea Powder', 'Panner']",0.05454545454545454,3
47,['Tea Powder'],['Butter'],0.52,26
48,['Tea Powder'],['Panner'],0.54,27
49,['Tea Powder'],['Coffee Powder'],0.52,26
50,['Tea Powder'],['Bread'],0.52,26
51,['Tea Powder'],['Milk'],0.48,24
52,['Tea Powder'],"['Panner', 'Coffee Powder']",0.26,13
53,['Tea Powder'],"['Panner', 'Butter']",0.28,14
54,['Tea Powder'],"['Coffee Powder', 'Butter']",0.24,12
55,['Tea Powder'],"['Bread', 'Coffee Powder']",0.34,17
56,['Tea Powder'],"['Bread', 'Butter']",0.26,13
57,['Tea Powder'],"['Bread', 'Milk']",0.24,12
58,['Tea Powder'],"['Milk', 'Panner']",0.28,14
59,['Tea Powder'],"['Milk', 'Butter']",0.2,10
60,['Tea Powder'],"['Milk', 'Coffee Powder']",0.22,11
61,['Tea Powder'],"['Bread', 'Panner']",0.28,14
62,['Tea Powder'],"['Panner', 'Coffee Powder', 'Butter']",0.14,7
63,['Tea Powder'],"['Bread', 'Panner', 'Coffee Powder']",0.16,8
64,['Tea Powder'],"['Bread', 'Panner', 'Butter']",0.16,8
65,['Tea Powder'],"['Bread', 'Coffee Powder', 'Butter']",0.18,9
66,['Tea Powder'],"['Bread', 'Milk', 'Panner']",0.14,7
67,['Tea Powder'],"['Bread', 'Milk', 'Coffee Powder']",0.12,6
68,['Tea Powder'],"['Milk', 'Panner', 'Butter']",0.12,6
69,['Tea Powder'],"['Milk', 'Panner', 'Coffee Powder']",0.1,5
70,['Tea Powder'],"['Milk', 'Coffee Powder', 'Butter']",0.08,4
71,['Tea Powder'],"['Bread', 'Milk', 'Butter']",0.08,4
72,['Tea Powder'],"['Bread', 'Panner', 'Coffee Powder', 'Butter']",0.1,5
73,['Tea Powder'],"['Bread', 'Milk', 'Panner', 'Butter']",0.06,3
74,['Panner'],['Tea Powder'],0.5294117647058824,27
75,['Panner'],['Bread'],0.45098039215686275,23
76,['Panner'],['Coffee Powder'],0.4117647058823529,21
77,['Panner'],['Butter'],0.5490196078431373,28
78,['Panner'],['Milk'],0.5098039215686274,26
79,['Panner'],"['Tea Powder', 'Coffee Powder']",0.2549019607843137,13
80,['Panner'],"['Tea Powder', 'Butter']",0.27450980392156865,14
81,['Panner'],"['Bread', 'Milk']",0.23529411764705882,12
82,['Panner'],"['Bread', 'Butter']",0.23529411764705882,12
83,['Panner'],"['Coffee Powder', 'Butter']",0.21568627450980393,11
84,['Panner'],"['Milk', 'Tea Powder']",0.27450980392156865,14
85,['Panner'],"['Milk', 'Coffee Powder']",0.1568627450980392,8
86,['Panner'],"['Milk', 'Butter']",0.23529411764705882,12
87,['Panner'],"['Bread', 'Tea Powder']",0.27450980392156865,14
88,['Panner'],"['Tea Powder', 'Coffee Powder', 'Butter']",0.13725490196078433,7
89,['Panner'],"['Bread', 'Tea Powder', 'Coffee Powder']",0.1568627450980392,8
90,['Panner'],"['Bread', 'Tea Powder', 'Butter']",0.1568627450980392,8
91,['Panner'],"['Bread', 'Milk', 'Tea Powder']",0.13725490196078433,7
92,['Panner'],"['Bread', 'Milk', 'Butter']",0.09803921568627451,5
93,['Panner'],"['Milk', 'Tea Powder', 'Butter']",0.11764705882352941,6
94,['Panner'],"['Milk', 'Tea Powder', 'Coffee Powder']",0.09803921568627451,5
95,['Panner'],"['Milk', 'Coffee Powder', 'Butter']",0.058823529411764705,3
96,['Panner'],"['Bread', 'Tea Powder', 'Coffee Powder', 'Butter']",0.09803921568627451,5
97,['Panner'],"['Bread', 'Milk', 'Tea Powder', 'Butter']",0.058823529411764705,3
98,['Bread'],['Tea Powder'],0.5306122448979592,26
99,['Bread'],['Milk'],0.4897959183673469,24
100,['Bread'],['Coffee Powder'],0.5714285714285714,28
101,['Bread'],['Panner'],0.46938775510204084,23
102,['Bread'],['Butter'],0.42857142857142855,21
103,['Bread'],"['Tea Powder', 'Coffee Powder']",0.3469387755102041,17
104,['Bread'],"['Tea Powder', 'Butter']",0.2653061224489796,13
105,['Bread'],"['Milk', 'Tea Powder']",0.24489795918367346,12
106,['Bread'],"['Milk', 'Panner']",0.24489795918367346,12
107,['Bread'],"['Milk', 'Coffee Powder']",0.20408163265306123,10
108,['Bread'],"['Milk', 'Butter']",0.16326530612244897,8
109,['Bread'],"['Coffee Powder', 'Butter']",0.22448979591836735,11
110,['Bread'],"['Panner', 'Butter']",0.24489795918367346,12
111,['Bread'],"['Tea Powder', 'Panner']",0.2857142857142857,14
112,['Bread'],"['Tea Powder', 'Panner', 'Coffee Powder']",0.16326530612244897,8
113,['Bread'],"['Tea Powder', 'Panner', 'Butter']",0.16326530612244897,8
114,['Bread'],"['Tea Powder', 'Coffee Powder', 'Butter']",0.1836734693877551,9
115,['Bread'],"['Milk', 'Tea Powder', 'Panner']",0.14285714285714285,7
116,['Bread'],"['Milk', 'Tea Powder', 'Coffee Powder']",0.12244897959183673,6
117,['Bread'],"['Milk', 'Panner', 'Butter']",0.10204081632653061,5
118,['Bread'],"['Milk', 'Tea Powder', 'Butter']",0.08163265306122448,4
119,['Bread'],"['Tea Powder', 'Panner', 'Coffee Powder', 'Butter']",0.10204081632653061,5
120,['Bread'],"['Milk', 'Tea Powder', 'Panner', 'Butter']",0.061224489795918366,3
121,['Milk'],['Bread'],0.48,24
122,['Milk'],['Tea Powder'],0.48,24
123,['Milk'],['Panner'],0.52,26
124,['Milk'],['Butter'],0.46,23
125,['Milk'],['Coffee Powder'],0.44,22
126,['Milk'],"['Bread', 'Tea Powder']",0.24,12
127,['Milk'],"['Bread', 'Panner']",0.24,12
128,['Milk'],"['Bread', 'Coffee Powder']",0.2,10
129,['Milk'],"['Bread', 'Butter']",0.16,8
130,['Milk'],"['Tea Powder', 'Panner']",0.28,14
131,['Milk'],"['Tea Powder', 'Butter']",0.2,10
132,['Milk'],"['Tea Powder', 'Coffee Powder']",0.22,11
133,['Milk'],"['Panner', 'Coffee Powder']",0.16,8
134,['Milk'],"['Panner', 'Butter']",0.24,12
135,['Milk'],"['Coffee Powder', 'Butter']",0.14,7
136,['Milk'],"['Bread', 'Tea Powder', 'Panner']",0.14,7
137,['Milk'],"['Bread', 'Tea Powder', 'Coffee Powder']",0.12,6
138,['Milk'],"['Bread', 'Panner', 'Butter']",0.1,5
139,['Milk'],"['Tea Powder', 'Panner', 'Butter']",0.12,6
140,['Milk'],"['Tea Powder', 'Panner', 'Coffee Powder']",0.1,5
141,['Milk'],"['Tea Powder', 'Coffee Powder', 'Butter']",0.08,4
142,['Milk'],"['Panner', 'Coffee Powder', 'Butter']",0.06,3
143,['Milk'],"['Bread', 'Tea Powder', 'Butter']",0.08,4
144,['Milk'],"['Bread', 'Tea Powder', 'Panner', 'Butter']",0.06,3
145,"['Coffee Powder', 'Butter']",['Tea Powder'],0.46153846153846156,12
146,"['Coffee Powder', 'Butter']",['Bread'],0.4230769230769231,11
147,"['Coffee Powder', 'Butter']",['Panner'],0.4230769230769231,11
148,"['Coffee Powder', 'Butter']",['Milk'],0.2692307692307692,7
149,"['Coffee Powder', 'Butter']","['Tea Powder', 'Panner']",0.2692307692307692,7
150,"['Coffee Powder', 'Butter']","['Bread', 'Tea Powder']",0.34615384615384615,9
151,"['Coffee Powder', 'Butter']","['Milk', 'Tea Powder']",0.15384615384615385,4
152,"['Coffee Powder', 'Butter']","['Milk', 'Panner']",0.11538461538461539,3
153,"['Coffee Powder', 'Butter']","['Bread', 'Tea Powder', 'Panner']",0.19230769230769232,5
154,"['Tea Powder', 'Butter']",['Panner'],0.5384615384615384,14
155,"['Tea Powder', 'Butter']",['Coffee Powder'],0.46153846153846156,12
156,"['Tea Powder', 'Butter']",['Bread'],0.5,13
157,"['Tea Powder', 'Butter']",['Milk'],0.38461538461538464,10
158,"['Tea Powder', 'Butter']","['Panner', 'Coffee Powder']",0.2692307692307692,7
159,"['Tea Powder', 'Butter']","['Bread', 'Panner']",0.3076923076923077,8
160,"['Tea Powder', 'Butter']","['Bread', 'Coffee Powder']",0.34615384615384615,9
161,"['Tea Powder', 'Butter']","['Milk', 'Panner']",0.23076923076923078,6
162,"['Tea Powder', 'Butter']","['Milk', 'Coffee Powder']",0.15384615384615385,4
163,"['Tea Powder', 'Butter']","['Bread', 'Milk']",0.15384615384615385,4
164,"['Tea Powder', 'Butter']","['Bread', 'Panner', 'Coffee Powder']",0.19230769230769232,5
165,"['Tea Powder', 'Butter']","['Bread', 'Milk', 'Panner']",0.11538461538461539,3
166,"['Tea Powder', 'Panner']",['Coffee Powder'],0.48148148148148145,13
167,"['Tea Powder', 'Panner']",['Butter'],0.5185185185185185,14
168,"['Tea Powder', 'Panner']",['Milk'],0.5185185185185185,14
169,"['Tea Powder', 'Panner']",['Bread'],0.5185185185185185,14
170,"['Tea Powder', 'Panner']","['Coffee Powder', 'Butter']",0.25925925925925924,7
171,"['Tea Powder', 'Panner']","['Bread', 'Coffee Powder']",0.2962962962962963,8
172,"['Tea Powder', 'Panner']","['Bread', 'Butter']",0.2962962962962963,8
173,"['Tea Powder', 'Panner']","['Bread', 'Milk']",0.25925925925925924,7
174,"['Tea Powder', 'Panner']","['Milk', 'Butter']",0.2222222222222222,6
175,"['Tea Powder', 'Panner']","['Milk', 'Coffee Powder']",0.18518518518518517,5
176,"['Tea Powder', 'Panner']","['Bread', 'Coffee Powder', 'Butter']",0.18518518518518517,5
177,"['Tea Powder', 'Panner']","['Bread', 'Milk', 'Butter']",0.1111111111111111,3
178,"['Tea Powder', 'Coffee Powder']",['Panner'],0.5,13
179,"['Tea Powder', 'Coffee Powder']",['Butter'],0.46153846153846156,12
180,"['Tea Powder', 'Coffee Powder']",['Bread'],0.6538461538461539,17
181,"['Tea Powder', 'Coffee Powder']",['Milk'],0.4230769230769231,11
182,"['Tea Powder', 'Coffee Powder']","['Panner', 'Butter']",0.2692307692307692,7
183,"['Tea Powder', 'Coffee Powder']","['Bread', 'Panner']",0.3076923076923077,8
184,"['Tea Powder', 'Coffee Powder']","['Bread', 'Butter']",0.34615384615384615,9
185,"['Tea Powder', 'Coffee Powder']","['Bread', 'Milk']",0.23076923076923078,6
186,"['Tea Powder', 'Coffee Powder']","['Milk', 'Panner']",0.19230769230769232,5
187,"['Tea Powder', 'Coffee Powder']","['Milk', 'Butter']",0.15384615384615385,4
188,"['Tea Powder', 'Coffee Powder']","['Bread', 'Panner', 'Butter']",0.19230769230769232,5
189,"['Bread', 'Tea Powder']",['Coffee Powder'],0.6538461538461539,17
190,"['Bread', 'Tea Powder']",['Butter'],0.5,13
191,"['Bread', 'Tea Powder']",['Milk'],0.46153846153846156,12
192,"['Bread', 'Tea Powder']",['Panner'],0.5384615384615384,14
193,"['Bread', 'Tea Powder']","['Panner', 'Coffee Powder']",0.3076923076923077,8
194,"['Bread', 'Tea Powder']","['Panner', 'Butter']",0.3076923076923077,8
195,"['Bread', 'Tea Powder']","['Coffee Powder', 'Butter']",0.34615384615384615,9
196,"['Bread', 'Tea Powder']","['Milk', 'Panner']",0.2692307692307692,7
197,"['Bread', 'Tea Powder']","['Milk', 'Coffee Powder']",0.23076923076923078,6
198,"['Bread', 'Tea Powder']","['Milk', 'Butter']",0.15384615384615385,4
199,"['Bread', 'Tea Powder']","['Panner', 'Coffee Powder', 'Butter']",0.19230769230769232,5
200,"['Bread', 'Tea Powder']","['Milk', 'Panner', 'Butter']",0.11538461538461539,3
201,"['Bread', 'Milk']",['Tea Powder'],0.5,12
202,"['Bread', 'Milk']",['Panner'],0.5,12
203,"['Bread', 'Milk']",['Coffee Powder'],0.4166666666666667,10
204,"['Bread', 'Milk']",['Butter'],0.3333333333333333,8
205,"['Bread', 'Milk']","['Tea Powder', 'Panner']",0.2916666666666667,7
206,"['Bread', 'Milk']","['Tea Powder', 'Coffee Powder']",0.25,6
207,"['Bread', 'Milk']","['Panner', 'Butter']",0.20833333333333334,5
208,"['Bread', 'Milk']","['Tea Powder', 'Butter']",0.16666666666666666,4
209,"['Bread', 'Milk']","['Tea Powder', 'Panner', 'Butter']",0.125,3
210,"['Bread', 'Coffee Powder']",['Tea Powder'],0.6071428571428571,17
211,"['Bread', 'Coffee Powder']",['Milk'],0.35714285714285715,10
212,"['Bread', 'Coffee Powder']",['Butter'],0.39285714285714285,11
213,"['Bread', 'Coffee Powder']","['Tea Powder', 'Panner']",0.2857142857142857,8
214,"['Bread', 'Coffee Powder']","['Tea Powder', 'Butter']",0.32142857142857145,9
215,"['Bread', 'Coffee Powder']","['Milk', 'Tea Powder']",0.21428571428571427,6
216,"['Bread', 'Coffee Powder']","['Tea Powder', 'Panner', 'Butter']",0.17857142857142858,5
217,"['Bread', 'Panner']",['Milk'],0.5217391304347826,12
218,"['Bread', 'Panner']",['Butter'],0.5217391304347826,12
219,"['Bread', 'Panner']",['Tea Powder'],0.6086956521739131,14
220,"['Bread', 'Panner']","['Tea Powder', 'Coffee Powder']",0.34782608695652173,8
221,"['Bread', 'Panner']","['Tea Powder', 'Butter']",0.34782608695652173,8
222,"['Bread', 'Panner']","['Milk', 'Tea Powder']",0.30434782608695654,7
223,"['Bread', 'Panner']","['Milk', 'Butter']",0.21739130434782608,5
224,"['Bread', 'Panner']","['Tea Powder', 'Coffee Powder', 'Butter']",0.21739130434782608,5
225,"['Bread', 'Panner']","['Milk', 'Tea Powder', 'Butter']",0.13043478260869565,3
226,"['Panner', 'Coffee Powder']",['Tea Powder'],0.6190476190476191,13
227,"['Panner', 'Coffee Powder']",['Butter'],0.5238095238095238,11
228,"['Panner', 'Coffee Powder']",['Milk'],0.38095238095238093,8
229,"['Panner', 'Coffee Powder']","['Tea Powder', 'Butter']",0.3333333333333333,7
230,"['Panner', 'Coffee Powder']","['Bread', 'Tea Powder']",0.38095238095238093,8
231,"['Panner', 'Coffee Powder']","['Milk', 'Tea Powder']",0.23809523809523808,5
232,"['Panner', 'Coffee Powder']","['Milk', 'Butter']",0.14285714285714285,3
233,"['Panner', 'Coffee Powder']","['Bread', 'Tea Powder', 'Butter']",0.23809523809523808,5
234,"['Panner', 'Butter']",['Tea Powder'],0.5,14
235,"['Panner', 'Butter']",['Bread'],0.42857142857142855,12
236,"['Panner', 'Butter']",['Coffee Powder'],0.39285714285714285,11
237,"['Panner', 'Butter']",['Milk'],0.42857142857142855,12
238,"['Panner', 'Butter']","['Tea Powder', 'Coffee Powder']",0.25,7
239,"['Panner', 'Butter']","['Bread', 'Tea Powder']",0.2857142857142857,8
240,"['Panner', 'Butter']","['Bread', 'Milk']",0.17857142857142858,5
241,"['Panner', 'Butter']","['Milk', 'Tea Powder']",0.21428571428571427,6
242,"['Panner', 'Butter']","['Milk', 'Coffee Powder']",0.10714285714285714,3
243,"['Panner', 'Butter']","['Bread', 'Tea Powder', 'Coffee Powder']",0.17857142857142858,5
244,"['Panner', 'Butter']","['Bread', 'Milk', 'Tea Powder']",0.10714285714285714,3
245,"['Milk', 'Tea Powder']",['Bread'],0.5,12
246,"['Milk', 'Tea Powder']",['Panner'],0.5833333333333334,14
247,"['Milk', 'Tea Powder']",['Butter'],0.4166666666666667,10
248,"['Milk', 'Tea Powder']",['Coffee Powder'],0.4583333333333333,11
249,"['Milk', 'Tea Powder']","['Bread', 'Panner']",0.2916666666666667,7
250,"['Milk', 'Tea Powder']","['Bread', 'Coffee Powder']",0.25,6
251,"['Milk', 'Tea Powder']","['Panner', 'Butter']",0.25,6
252,"['Milk', 'Tea Powder']","['Panner', 'Coffee Powder']",0.20833333333333334,5
253,"['Milk', 'Tea Powder']","['Coffee Powder', 'Butter']",0.16666666666666666,4
254,"['Milk', 'Tea Powder']","['Bread', 'Butter']",0.16666666666666666,4
255,"['Milk', 'Tea Powder']","['Bread', 'Panner', 'Butter']",0.125,3
256,"['Milk', 'Panner']",['Bread'],0.46153846153846156,12
257,"['Milk', 'Panner']",['Tea Powder'],0.5384615384615384,14
258,"['Milk', 'Panner']",['Coffee Powder'],0.3076923076923077,8
259,"['Milk', 'Panner']",['Butter'],0.46153846153846156,12
260,"['Milk', 'Panner']","['Bread', 'Tea Powder']",0.2692307692307692,7
261,"['Milk', 'Panner']","['Bread', 'Butter']",0.19230769230769232,5
262,"['Milk', 'Panner']","['Tea Powder', 'Butter']",0.23076923076923078,6
263,"['Milk', 'Panner']","['Tea Powder', 'Coffee Powder']",0.19230769230769232,5
264,"['Milk', 'Panner']","['Coffee Powder', 'Butter']",0.11538461538461539,3
265,"['Milk', 'Panner']","['Bread', 'Tea Powder', 'Butter']",0.11538461538461539,3
266,"['Milk', 'Butter']",['Bread'],0.34782608695652173,8
267,"['Milk', 'Butter']",['Tea Powder'],0.43478260869565216,10
268,"['Milk', 'Butter']",['Panner'],0.5217391304347826,12
269,"['Milk', 'Butter']",['Coffee Powder'],0.30434782608695654,7
270,"['Milk', 'Butter']","['Bread', 'Panner']",0.21739130434782608,5
271,"['Milk', 'Butter']","['Tea Powder', 'Panner']",0.2608695652173913,6
272,"['Milk', 'Butter']","['Tea Powder', 'Coffee Powder']",0.17391304347826086,4
273,"['Milk', 'Butter']","['Panner', 'Coffee Powder']",0.13043478260869565,3
274,"['Milk', 'Butter']","['Bread', 'Tea Powder']",0.17391304347826086,4
275,"['Milk', 'Butter']","['Bread', 'Tea Powder', 'Panner']",0.13043478260869565,3
276,"['Milk', 'Coffee Powder']",['Bread'],0.45454545454545453,10
277,"['Milk', 'Coffee Powder']",['Tea Powder'],0.5,11
278,"['Milk', 'Coffee Powder']",['Panner'],0.36363636363636365,8
279,"['Milk', 'Coffee Powder']",['Butter'],0.3181818181818182,7
280,"['Milk', 'Coffee Powder']","['Bread', 'Tea Powder']",0.2727272727272727,6
281,"['Milk', 'Coffee Powder']","['Tea Powder', 'Panner']",0.22727272727272727,5
282,"['Milk', 'Coffee Powder']","['Tea Powder', 'Butter']",0.18181818181818182,4
283,"['Milk', 'Coffee Powder']","['Panner', 'Butter']",0.13636363636363635,3
284,"['Bread', 'Butter']",['Tea Powder'],0.6190476190476191,13
285,"['Bread', 'Butter']",['Milk'],0.38095238095238093,8
286,"['Bread', 'Butter']",['Coffee Powder'],0.5238095238095238,11
287,"['Bread', 'Butter']",['Panner'],0.5714285714285714,12
288,"['Bread', 'Butter']","['Tea Powder', 'Panner']",0.38095238095238093,8
289,"['Bread', 'Butter']","['Tea Powder', 'Coffee Powder']",0.42857142857142855,9
290,"['Bread', 'Butter']","['Milk', 'Panner']",0.23809523809523808,5
291,"['Bread', 'Butter']","['Milk', 'Tea Powder']",0.19047619047619047,4
292,"['Bread', 'Butter']","['Tea Powder', 'Panner', 'Coffee Powder']",0.23809523809523808,5
293,"['Bread', 'Butter']","['Milk', 'Tea Powder', 'Panner']",0.14285714285714285,3
294,"['Tea Powder', 'Panner', 'Coffee Powder']",['Butter'],0.5384615384615384,7
295,"['Tea Powder', 'Panner', 'Coffee Powder']",['Bread'],0.6153846153846154,8
296,"['Tea Powder', 'Panner', 'Coffee Powder']",['Milk'],0.38461538461538464,5
297,"['Tea Powder', 'Panner', 'Coffee Powder']","['Bread', 'Butter']",0.38461538461538464,5
298,"['Tea Powder', 'Panner', 'Butter']",['Coffee Powder'],0.5,7
299,"['Tea Powder', 'Panner', 'Butter']",['Bread'],0.5714285714285714,8
300,"['Tea Powder', 'Panner', 'Butter']",['Milk'],0.42857142857142855,6
301,"['Tea Powder', 'Panner', 'Butter']","['Bread', 'Coffee Powder']",0.35714285714285715,5
302,"['Tea Powder', 'Panner', 'Butter']","['Bread', 'Milk']",0.21428571428571427,3
303,"['Tea Powder', 'Coffee Powder', 'Butter']",['Panner'],0.5833333333333334,7
304,"['Tea Powder', 'Coffee Powder', 'Butter']",['Bread'],0.75,9
305,"['Tea Powder', 'Coffee Powder', 'Butter']",['Milk'],0.3333333333333333,4
306,"['Tea Powder', 'Coffee Powder', 'Butter']","['Bread', 'Panner']",0.4166666666666667,5
307,"['Bread', 'Tea Powder', 'Coffee Powder']",['Panner'],0.47058823529411764,8
308,"['Bread', 'Tea Powder', 'Coffee Powder']",['Butter'],0.5294117647058824,9
309,"['Bread', 'Tea Powder', 'Coffee Powder']",['Milk'],0.35294117647058826,6
310,"['Bread', 'Tea Powder', 'Coffee Powder']","['Panner', 'Butter']",0.29411764705882354,5
311,"['Bread', 'Tea Powder', 'Butter']",['Panner'],0.6153846153846154,8
312,"['Bread', 'Tea Powder', 'Butter']",['Coffee Powder'],0.6923076923076923,9
313,"['Bread', 'Tea Powder', 'Butter']",['Milk'],0.3076923076923077,4
314,"['Bread', 'Tea Powder', 'Butter']","['Panner', 'Coffee Powder']",0.38461538461538464,5
315,"['Bread', 'Tea Powder', 'Butter']","['Milk', 'Panner']",0.23076923076923078,3
316,"['Bread', 'Milk', 'Tea Powder']",['Panner'],0.5833333333333334,7
317,"['Bread', 'Milk', 'Tea Powder']",['Coffee Powder'],0.5,6
318,"['Bread', 'Milk', 'Tea Powder']",['Butter'],0.3333333333333333,4
319,"['Bread', 'Milk', 'Tea Powder']","['Panner', 'Butter']",0.25,3
320,"['Bread', 'Milk', 'Panner']",['Tea Powder'],0.5833333333333334,7
321,"['Bread', 'Milk', 'Panner']",['Butter'],0.4166666666666667,5
322,"['Bread', 'Milk', 'Panner']","['Tea Powder', 'Butter']",0.25,3
323,"['Bread', 'Milk', 'Coffee Powder']",['Tea Powder'],0.6,6
324,"['Bread', 'Milk', 'Butter']",['Panner'],0.625,5
325,"['Bread', 'Milk', 'Butter']",['Tea Powder'],0.5,4
326,"['Bread', 'Milk', 'Butter']","['Tea Powder', 'Panner']",0.375,3
327,"['Bread', 'Coffee Powder', 'Butter']",['Tea Powder'],0.8181818181818182,9
328,"['Bread', 'Coffee Powder', 'Butter']","['Tea Powder', 'Panner']",0.45454545454545453,5
329,"['Bread', 'Panner', 'Butter']",['Tea Powder'],0.6666666666666666,8
330,"['Bread', 'Panner', 'Butter']",['Milk'],0.4166666666666667,5
331,"['Bread', 'Panner', 'Butter']","['Tea Powder', 'Coffee Powder']",0.4166666666666667,5
332,"['Bread', 'Panner', 'Butter']","['Milk', 'Tea Powder']",0.25,3
333,"['Panner', 'Coffee Powder', 'Butter']",['Tea Powder'],0.6363636363636364,7
334,"['Panner', 'Coffee Powder', 'Butter']",['Milk'],0.2727272727272727,3
335,"['Panner', 'Coffee Powder', 'Butter']","['Bread', 'Tea Powder']",0.45454545454545453,5
336,"['Milk', 'Tea Powder', 'Panner']",['Bread'],0.5,7
337,"['Milk', 'Tea Powder', 'Panner']",['Butter'],0.42857142857142855,6
338,"['Milk', 'Tea Powder', 'Panner']",['Coffee Powder'],0.35714285714285715,5
339,"['Milk', 'Tea Powder', 'Panner']","['Bread', 'Butter']",0.21428571428571427,3
340,"['Milk', 'Tea Powder', 'Butter']",['Panner'],0.6,6
341,"['Milk', 'Tea Powder', 'Butter']",['Coffee Powder'],0.4,4
342,"['Milk', 'Tea Powder', 'Butter']",['Bread'],0.4,4
343,"['Milk', 'Tea Powder', 'Butter']","['Bread', 'Panner']",0.3,3
344,"['Milk', 'Tea Powder', 'Coffee Powder']",['Bread'],0.5454545454545454,6
345,"['Milk', 'Tea Powder', 'Coffee Powder']",['Panner'],0.45454545454545453,5
346,"['Milk', 'Tea Powder', 'Coffee Powder']",['Butter'],0.36363636363636365,4
347,"['Milk', 'Panner', 'Coffee Powder']",['Tea Powder'],0.625,5
348,"['Milk', 'Panner', 'Coffee Powder']",['Butter'],0.375,3
349,"['Milk', 'Panner', 'Butter']",['Bread'],0.4166666666666667,5
350,"['Milk', 'Panner', 'Butter']",['Tea Powder'],0.5,6
351,"['Milk', 'Panner', 'Butter']",['Coffee Powder'],0.25,3
352,"['Milk', 'Panner', 'Butter']","['Bread', 'Tea Powder']",0.25,3
353,"['Milk', 'Coffee Powder', 'Butter']",['Tea Powder'],0.5714285714285714,4
354,"['Milk', 'Coffee Powder', 'Butter']",['Panner'],0.42857142857142855,3
355,"['Bread', 'Tea Powder', 'Panner']",['Coffee Powder'],0.5714285714285714,8
356,"['Bread', 'Tea Powder', 'Panner']",['Butter'],0.5714285714285714,8
357,"['Bread', 'Tea Powder', 'Panner']",['Milk'],0.5,7
358,"['Bread', 'Tea Powder', 'Panner']","['Coffee Powder', 'Butter']",0.35714285714285715,5
359,"['Bread', 'Tea Powder', 'Panner']","['Milk', 'Butter']",0.21428571428571427,3
