,Antecedent,Consequent,Confidence,Support Count,lift
52,['whole milk'],"['soda', 'other vegetables']",0.007194244604316547,17,0.7423964276854379
53,['whole milk'],"['soda', 'rolls/buns']",0.006347862886161659,15,0.7849840691374951
54,['whole milk'],"['yogurt', 'other vegetables']",0.007194244604316547,17,0.8896486116891611
55,['whole milk'],"['yogurt', 'soda']",0.005924672027084215,14,1.0189754889800127
56,['whole milk'],"['yogurt', 'rolls/buns']",0.008463817181548879,20,1.0824281751069733
57,['whole milk'],"['root vegetables', 'soda']",0.0021159542953872196,5,0.40077245723897426
58,['whole milk'],"['root vegetables', 'other vegetables']",0.004231908590774439,10,0.8015449144779485
59,['whole milk'],"['root vegetables', 'rolls/buns']",0.003808717731696995,9,0.6626725978997924
60,['whole milk'],"['root vegetables', 'yogurt']",0.004231908590774439,10,0.9894070038087177
61,['whole milk'],"['rolls/buns', 'other vegetables']",0.00761743546339399,18,0.7213904230301537
62,['whole milk'],"['yogurt', 'soda', 'rolls/buns']",0.0012695725772323319,3,3.799322894625476
63,['root vegetables'],['whole milk'],0.10854947166186359,113,0.6873574881406961
64,['root vegetables'],['soda'],0.07588856868395773,79,0.7815007936807017
65,['root vegetables'],['other vegetables'],0.07588856868395773,79,0.6215219776781935
66,['root vegetables'],['rolls/buns'],0.08261287223823247,86,0.7509941721146248
67,['root vegetables'],['yogurt'],0.06147934678194044,64,0.7158875220997469
68,['root vegetables'],"['soda', 'rolls/buns']",0.0038424591738712775,4,0.4751629472614539
69,['root vegetables'],"['soda', 'whole milk']",0.004803073967339097,5,0.41303675731778683
70,['root vegetables'],"['soda', 'other vegetables']",0.005763688760806916,6,0.594772930537613
71,['root vegetables'],"['other vegetables', 'whole milk']",0.009606147934678195,10,0.6474630249846388
72,['root vegetables'],"['rolls/buns', 'other vegetables']",0.005763688760806916,6,0.5458359172655309
73,['root vegetables'],"['rolls/buns', 'whole milk']",0.008645533141210375,9,0.6189622602484729
74,['root vegetables'],"['yogurt', 'whole milk']",0.009606147934678195,10,0.8606993505783821
75,['root vegetables'],"['yogurt', 'rolls/buns']",0.004803073967339097,5,0.6142597929341446
76,['root vegetables'],"['yogurt', 'soda']",0.002881844380403458,3,0.4956441087813442
77,['root vegetables'],"['yogurt', 'other vegetables']",0.0038424591738712775,4,0.4751629472614539
78,['rolls/buns'],['soda'],0.07351154313487242,121,0.7570221747605616
79,['rolls/buns'],['yogurt'],0.07108140947752126,117,0.8276973774413624
80,['rolls/buns'],['root vegetables'],0.05224787363304982,86,0.7509941721146248
81,['rolls/buns'],['whole milk'],0.12697448359659783,209,0.8040284376030017
82,['rolls/buns'],['other vegetables'],0.0959902794653706,158,0.7861535586427697
83,['rolls/buns'],"['soda', 'whole milk']",0.009113001215066828,15,0.7836657309255457
84,['rolls/buns'],"['soda', 'other vegetables']",0.010328068043742407,17,1.0657853940587423
85,['rolls/buns'],"['yogurt', 'soda']",0.003037667071688943,5,0.5224438206170305
86,['rolls/buns'],"['yogurt', 'whole milk']",0.012150668286755772,20,1.08868532679477
87,['rolls/buns'],"['yogurt', 'other vegetables']",0.0054678007290400975,9,0.6761545645341073
88,['rolls/buns'],"['root vegetables', 'soda']",0.002430133657351154,4,0.46027961917652305
89,['rolls/buns'],"['root vegetables', 'other vegetables']",0.0036452004860267314,6,0.6904194287647846
90,['rolls/buns'],"['root vegetables', 'whole milk']",0.0054678007290400975,9,0.724023914235637
91,['rolls/buns'],"['root vegetables', 'yogurt']",0.003037667071688943,5,0.7101970686512759
92,['rolls/buns'],"['other vegetables', 'whole milk']",0.010935601458080195,18,0.7370693901678106
93,['rolls/buns'],"['yogurt', 'soda', 'whole milk']",0.0018226002430133657,3,1.9479691025863566
94,"['soda', 'other vegetables']",['whole milk'],0.11724137931034483,17,0.7423964276854379
95,"['soda', 'other vegetables']",['rolls/buns'],0.11724137931034483,17,1.0657853940587423
96,"['soda', 'other vegetables']",['yogurt'],0.04827586206896552,7,0.5621414195625922
97,"['soda', 'other vegetables']",['root vegetables'],0.041379310344827586,6,0.594772930537613
98,"['soda', 'whole milk']",['other vegetables'],0.09770114942528736,17,0.8001654618777092
99,"['soda', 'whole milk']",['rolls/buns'],0.08620689655172414,15,0.7836657309255457
100,"['soda', 'whole milk']",['yogurt'],0.08045977011494253,14,0.9369023659376537
101,"['soda', 'whole milk']",['root vegetables'],0.028735632183908046,5,0.41303675731778683
102,"['soda', 'whole milk']","['yogurt', 'rolls/buns']",0.017241379310344827,3,2.2049808429118776
103,"['soda', 'rolls/buns']",['whole milk'],0.12396694214876033,15,0.7849840691374951
104,"['soda', 'rolls/buns']",['other vegetables'],0.14049586776859505,17,1.1506511600555487
105,"['soda', 'rolls/buns']",['yogurt'],0.04132231404958678,5,0.4811718172170949
106,"['soda', 'rolls/buns']",['root vegetables'],0.03305785123966942,4,0.4751629472614539
107,"['soda', 'rolls/buns']","['yogurt', 'whole milk']",0.024793388429752067,3,2.221457910625031
108,"['yogurt', 'other vegetables']",['whole milk'],0.14049586776859505,17,0.8896486116891611
109,"['yogurt', 'other vegetables']",['soda'],0.05785123966942149,7,0.5957523050058869
110,"['yogurt', 'other vegetables']",['rolls/buns'],0.0743801652892562,9,0.6761545645341073
111,"['yogurt', 'other vegetables']",['root vegetables'],0.03305785123966942,4,0.4751629472614539
112,"['yogurt', 'soda']",['whole milk'],0.16091954022988506,14,1.0189754889800127
113,"['yogurt', 'soda']",['other vegetables'],0.08045977011494253,7,0.658959792134584
114,"['yogurt', 'soda']",['rolls/buns'],0.05747126436781609,5,0.5224438206170305
115,"['yogurt', 'soda']",['root vegetables'],0.034482758620689655,3,0.4956441087813442
116,"['yogurt', 'soda']","['rolls/buns', 'whole milk']",0.034482758620689655,3,2.4687345322554033
117,"['yogurt', 'rolls/buns']",['soda'],0.042735042735042736,5,0.44008564655502025
118,"['yogurt', 'rolls/buns']",['whole milk'],0.17094017094017094,20,1.0824281751069733
119,"['yogurt', 'rolls/buns']",['other vegetables'],0.07692307692307693,9,0.6299945265462507
120,"['yogurt', 'rolls/buns']",['root vegetables'],0.042735042735042736,5,0.6142597929341446
121,"['yogurt', 'rolls/buns']","['soda', 'whole milk']",0.02564102564102564,3,2.2049808429118776
122,"['yogurt', 'whole milk']",['other vegetables'],0.10179640718562874,17,0.8337053315372539
123,"['yogurt', 'whole milk']",['soda'],0.08383233532934131,14,0.8633057353977523
124,"['yogurt', 'whole milk']",['rolls/buns'],0.11976047904191617,20,1.08868532679477
125,"['yogurt', 'whole milk']",['root vegetables'],0.059880239520958084,10,0.8606993505783821
126,"['yogurt', 'whole milk']","['soda', 'rolls/buns']",0.017964071856287425,3,2.221457910625031
127,"['other vegetables', 'whole milk']",['soda'],0.07657657657657657,17,0.7885859017999417
128,"['other vegetables', 'whole milk']",['yogurt'],0.07657657657657657,17,0.8916850702842921
129,"['other vegetables', 'whole milk']",['root vegetables'],0.04504504504504504,10,0.6474630249846388
130,"['other vegetables', 'whole milk']",['rolls/buns'],0.08108108108108109,18,0.7370693901678106
131,"['root vegetables', 'whole milk']",['soda'],0.04424778761061947,5,0.4556638995304192
132,"['root vegetables', 'whole milk']",['other vegetables'],0.08849557522123894,10,0.724772464168253
133,"['root vegetables', 'whole milk']",['rolls/buns'],0.07964601769911504,9,0.724023914235637
134,"['root vegetables', 'whole milk']",['yogurt'],0.08849557522123894,10,1.0304741572259908
135,"['root vegetables', 'soda']",['rolls/buns'],0.05063291139240506,4,0.46027961917652305
136,"['root vegetables', 'soda']",['whole milk'],0.06329113924050633,5,0.40077245723897426
137,"['root vegetables', 'soda']",['other vegetables'],0.0759493670886076,6,0.6220199122861716
138,"['root vegetables', 'soda']",['yogurt'],0.0379746835443038,3,0.4421908092400138
139,"['root vegetables', 'other vegetables']",['soda'],0.0759493670886076,6,0.7821268959028461
140,"['root vegetables', 'other vegetables']",['whole milk'],0.12658227848101267,10,0.8015449144779485
141,"['root vegetables', 'other vegetables']",['rolls/buns'],0.0759493670886076,6,0.6904194287647846
142,"['root vegetables', 'other vegetables']",['yogurt'],0.05063291139240506,4,0.5895877456533517
143,"['root vegetables', 'rolls/buns']",['soda'],0.046511627906976744,4,0.4789769362505802
144,"['root vegetables', 'rolls/buns']",['other vegetables'],0.06976744186046512,6,0.5713903845419483
145,"['root vegetables', 'rolls/buns']",['whole milk'],0.10465116279069768,9,0.6626725978997924
146,"['root vegetables', 'rolls/buns']",['yogurt'],0.05813953488372093,5,0.6769975567821916
147,"['root vegetables', 'yogurt']",['whole milk'],0.15625,10,0.9894070038087177
148,"['root vegetables', 'yogurt']",['rolls/buns'],0.078125,5,0.7101970686512759
149,"['root vegetables', 'yogurt']",['soda'],0.046875,3,0.48271894356503786
150,"['root vegetables', 'yogurt']",['other vegetables'],0.0625,4,0.5118705528188287
151,"['rolls/buns', 'whole milk']",['soda'],0.07177033492822966,15,0.7390912054584312
152,"['rolls/buns', 'whole milk']",['yogurt'],0.09569377990430622,20,1.1142926293448514
153,"['rolls/buns', 'whole milk']",['root vegetables'],0.0430622009569378,9,0.6189622602484729
154,"['rolls/buns', 'whole milk']",['other vegetables'],0.0861244019138756,18,0.7053527235015439
155,"['rolls/buns', 'whole milk']","['yogurt', 'soda']",0.014354066985645933,3,2.4687345322554033
156,"['rolls/buns', 'other vegetables']",['soda'],0.10759493670886076,17,1.108013102529032
157,"['rolls/buns', 'other vegetables']",['yogurt'],0.056962025316455694,9,0.6632862138600207
158,"['rolls/buns', 'other vegetables']",['root vegetables'],0.0379746835443038,6,0.5458359172655309
159,"['rolls/buns', 'other vegetables']",['whole milk'],0.11392405063291139,18,0.7213904230301537
160,"['soda', 'rolls/buns', 'whole milk']",['yogurt'],0.2,3,2.3288715953307393
161,"['yogurt', 'soda', 'whole milk']",['rolls/buns'],0.21428571428571427,3,1.9479691025863566
162,"['yogurt', 'soda', 'rolls/buns']",['whole milk'],0.6,3,3.799322894625476
163,"['yogurt', 'rolls/buns', 'whole milk']",['soda'],0.15,3,1.5447006194081212
